CCTV,#genre#
CCTV16,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8$黑龙移动
CCTV17,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8$黑龙移动

CCTV1,http://58.215.231.23/live2.rxip.sc96655.com/live/CCTV-1H265_4000.m3u8$四川广电
CCTV2,http://58.215.231.23/live2.rxip.sc96655.com/live/CCTV-2H265_4000.m3u8$四川广电
CCTV3,http://58.215.231.23/live2.rxip.sc96655.com/live/CCTV-3H265_4000.m3u8$四川广电
CCTV4,http://58.215.231.23/live2.rxip.sc96655.com/live/CCTV-4H265_4000.m3u8$四川广电
CCTV5,http://58.215.231.23/live2.rxip.sc96655.com/live/CCTV-5H265_4000.m3u8$四川广电
CCTV5+,http://58.215.231.23/live2.rxip.sc96655.com/live/CCTV-5plusH265_4000.m3u8$四川广电
CCTV6,http://58.215.231.23/live2.rxip.sc96655.com/live/CCTV-6H265_4000.m3u8$四川广电
CCTV7,http://58.215.231.23/live2.rxip.sc96655.com/live/CCTV-7H265_4000.m3u8$四川广电
CCTV8,http://58.215.231.23/live2.rxip.sc96655.com/live/CCTV-8H265_4000.m3u8$四川广电
CCTV9,http://58.215.231.23/live2.rxip.sc96655.com/live/CCTV-9H265_4000.m3u8$四川广电
CCTV10,http://58.215.231.23/live2.rxip.sc96655.com/live/CCTV-10H265_4000.m3u8$四川广电
CCTV11,http://58.215.231.23/live2.rxip.sc96655.com/live/CCTV-11-H265_4000.m3u8$四川广电
CCTV12,http://58.215.231.23/live2.rxip.sc96655.com/live/CCTV-12H265_4000.m3u8$四川广电
CCTV13,http://58.215.231.23/live2.rxip.sc96655.com/live/CCTV-xw_4000.m3u8$四川广电
CCTV14,http://58.215.231.23/live2.rxip.sc96655.com/live/CCTV-14H265_4000.m3u8$四川广电
CCTV15,http://58.215.231.23/live2.rxip.sc96655.com/live/CCTV-15-yyH265_4000.m3u8$四川广电
CCTV16,http://58.215.231.23/live2.rxip.sc96655.com/live/CCTV-16_4000.m3u8$四川广电
CCTV17,http://58.215.231.23/live2.rxip.sc96655.com/live/CCTV-17_4000.m3u8$四川广电
发现之旅,http://58.215.231.23/live2.rxip.sc96655.com/live/fxzl_2000.m3u8$四川广电
老故事,http://58.215.231.23/live2.rxip.sc96655.com/live/lgs_2000.m3u8$四川广电
中学生,http://58.215.231.23/live2.rxip.sc96655.com/live/zxs_4000.m3u8$四川广电

CCTV1,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN111128BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUU6FFmRK8Hl0ytyd5e5kWGEwoDIwMxbrlyyVy9x6ZDKnldIYKOjBOUjRyoym5n7Kg0yIYstFTUfqtC14fzxhy5Y$湖北v6
CCTV2,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN5000036BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUSpr1AVNI633ampcuzdN%2BfGVSARKsxkWGZw7vFUuOj2QZHeRzosIxVbl7i2QHFATHA3k5wDWG1qHkZQAleNv%2FbI$湖北v6
CCTV3,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638727c125355/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUSPTZ4CK5oLfjaEYe9dogNMUNNEYLCPUtKY62j1Wp5u04wipypKUQ1TTuR2lXvBl5YpHqBJmlA19x22TD9bUOjk$湖北v6
CCTV4,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN5000037BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUSpr1AVNI633ampcuzdN%2BfH0ZQXwaiVktPr6ILPKXqwOUC2ZXft7ZULN6h9qLQPFOTSlVTfophiKaMb8h1kPV74$湖北v6
CCTV5,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638727e617ca0/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUSPTZ4CK5oLfjaEYe9dogNMSXw4ajlL%2FoUYC2RZQQDco6uQSifXBocz5ID6RePfIKQ4rFWiHjq%2FeZoDmrzW%2FKlw$湖北v6
CCTV5+,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN63872908d48f9/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUSBx06ZL9Bo6JOM%2BSTjxZRK254G1jtietGzDaHvFNRtjXOvFnbf%2BTao33JqYlfMYYn2z3agOn9gvNMT9KmBaR9o$湖北v6
CCTV6,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638728804b1f9/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUdDh4EPdDnvGlSBkYaxFdazJhFQmuq4XUiks9ZrIlJN%2BknLs8H%2BSxcDXy%2BTesEc8Q0KCN89MjYoj85Sol1kbKI4$湖北v6
CCTV7,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN5000038BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUSpr1AVNI633ampcuzdN%2BfHYKFve4MwNzRa0jPXeHjqnBjPmzSdKDNWNHhnZSaMGCXKmdx8d%2BnYdhVK5ge22ot4$湖北v6
CCTV8,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638728970aa82/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUdDh4EPdDnvGlSBkYaxFdaymid9ta2tVUW0%2FdVrFqszC1EVEkAbpip1IYxn%2Ba2aA%2BVAihIiw9D8ejUsDbfU0K68$湖北v6
CCTV9,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN5000039BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUSpr1AVNI633ampcuzdN%2BfHArfvJF2pWpm4RxcBNhZ7j9vEUeCQte%2BbQaOGNIUEEK%2B3RBE1BC9EUsM18gnb%2FyAA$湖北v6
CCTV10,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN3949784BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUXt3TPFwzzdHCkOT9AjSv5OuXozn3alq9%2BUx7ZLG1w9aOfkLjZvYj56D3xkOAtSOIoLsdw8c1%2BCwLDg1aS4esN4$湖北v6
CCTV11,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6000053BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUTWDyIgRkFJBAHMhA2ayG0Qj2xHA4vdPGsjBbxSL3p%2FmAObVTfznR%2Fpc%2B76QYmLRMuL3Lj9iabhv8arW7kJe6%2F4$湖北v6
CCTV12,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN5000040BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUd3JM2PCgDefrKOVZLNt0QMAmpLefguRLiOPXiDRWhxHg8yim2giTBA8RILsb%2B8Y5pkFUyZBE%2FkNJAbwncEegkU$湖北v6
CCTV13,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6000054BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUTWDyIgRkFJBAHMhA2ayG0SuXozn3alq9%2BUx7ZLG1w9awc14iEUxQ5VsTsr5pEBsmF56tXUfsukRUpygmTCKvAI$湖北v6
CCTV14,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN3949788BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUXt3TPFwzzdHCkOT9AjSv5PYKFve4MwNzRa0jPXeHjqnp7khdLaCMP6L4QpTf84Oz6DvCG1%2BJ81QvStkxO%2FoGm8$湖北v6
CCTV15,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6000055BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUTWDyIgRkFJBAHMhA2ayG0Tdo%2FUL80msfbhDYvoWpNl31Dy7jHvMl%2FzVUrNxhL1ek1YEGVDZ7lCg0LtKJY4Ku%2B8$湖北v6

CCTV1,https://event.pull.hebtv.com/jishi/cp3.m3u8$hebtv
CCTV13,https://event.pull.hebtv.com/jishi/cp4.m3u8$hebtv
CCTV1,rtsp://[2409:8087:2001:20:2800:0:df6e:eb18]:554/ott.mobaibox.com/000000400000001/H265_8000k_1080P_cctv1_CR$江苏V6
CCTV1,rtsp://ott.mobaibox.com/000000400000001/H265_8000k_1080P_cctv1_CR$江苏V4
CCTV4美洲,https://hc73k3dhwo5gfkt.wcetv.com/hls/cctv4.m3u8

风云剧场,http://122.228.255.176/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012513603.m3u8$1080p
第一剧场,http://122.228.255.176/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012514403.m3u8$1080p
怀旧剧场,http://122.228.255.176/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012511203.m3u8$1080p
世界地理,http://122.228.255.176/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012513303.m3u8$1080p
风云音乐,http://122.228.255.176/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012514103.m3u8$1080p
兵器科技,http://122.228.255.176/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012513403.m3u8$1080p
风云足球,http://122.228.255.176/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012514203.m3u8$1080p
高尔夫网球,http://122.228.255.176/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012512503.m3u8$1080p
女性时尚,http://122.228.255.176/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012513903.m3u8$1080p
文化精品,http://122.228.255.176/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012513803.m3u8$1080p
央视台球,http://122.228.255.176/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012513703.m3u8$1080p
电视指南,http://122.228.255.176/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012514003.m3u8$1080p
卫生健康,http://122.228.255.176/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012513503.m3u8$1080p
风云剧场,http://122.228.255.176/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012513602.m3u8$720p
第一剧场,http://122.228.255.176/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012514402.m3u8$720p
怀旧剧场,http://122.228.255.176/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012511202.m3u8$720p
世界地理,http://122.228.255.176/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012513302.m3u8$720p
风云音乐,http://122.228.255.176/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012514102.m3u8$720p
兵器科技,http://122.228.255.176/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012513402.m3u8$720p
风云足球,http://122.228.255.176/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012514202.m3u8$720p
高尔夫网球,http://122.228.255.176/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012512502.m3u8$720p
女性时尚,http://122.228.255.176/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012513902.m3u8$720p
文化精品,http://122.228.255.176/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012513802.m3u8$720p
央视台球,http://122.228.255.176/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012513702.m3u8$720p
电视指南,http://122.228.255.176/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012514002.m3u8$720p
卫生健康,http://122.228.255.176/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012513502.m3u8$720p
风云剧场,http://122.228.255.176/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012513601.m3u8$540p
第一剧场,http://122.228.255.176/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012514401.m3u8$540p
怀旧剧场,http://122.228.255.176/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012511201.m3u8$540p
世界地理,http://122.228.255.176/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012513301.m3u8$540p
风云音乐,http://122.228.255.176/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012514101.m3u8$540p
兵器科技,http://122.228.255.176/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012513401.m3u8$540p
风云足球,http://122.228.255.176/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012514201.m3u8$540p
高尔夫网球,http://122.228.255.176/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012512501.m3u8$540p
女性时尚,http://122.228.255.176/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012513901.m3u8$540p
文化精品,http://122.228.255.176/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012513801.m3u8$540p
央视台球,http://122.228.255.176/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012513701.m3u8$540p
电视指南,http://122.228.255.176/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012514001.m3u8$540p
卫生健康,http://122.228.255.176/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012513501.m3u8$540p

兵器科技,http://cqcbn1.live.cbncdn.cn:8090/__cl/cg:live/__c/bqkjHD/__op/default/__f/index.m3u8$重庆有线
第一剧场,http://cqcbn1.live.cbncdn.cn:8090/__cl/cg:live/__c/diyijuchangHD/__op/default/__f/index.m3u8$重庆有线
风云剧场,http://cqcbn1.live.cbncdn.cn:8090/__cl/cg:live/__c/fyjcHD/__op/default/__f/index.m3u8$重庆有线
风云音乐,http://cqcbn1.live.cbncdn.cn:8090/__cl/cg:live/__c/fyyyHD/__op/default/__f/index.m3u8$重庆有线
风云足球,http://cqcbn1.live.cbncdn.cn:8090/__cl/cg:live/__c/fyzqHD/__op/default/__f/index.m3u8$重庆有线
怀旧剧场,http://cqcbn1.live.cbncdn.cn:8090/__cl/cg:live/__c/hjjcHD/__op/default/__f/index.m3u8$重庆有线

风云足球,http://59.62.8.250:9901/tsfile/live/0108_1.m3u8$8.250
文化精品,http://www.zzlag.top:9087/tsfile/live/1029_1.m3u8$广东联通
风云音乐,http://www.zzlag.top:9087/tsfile/live/1032_1.m3u8$广东联通
第一剧场,http://www.zzlag.top:9087/tsfile/live/1030_1.m3u8$广东联通
怀旧剧场,http://www.zzlag.top:9087/tsfile/live/1025_1.m3u8$广东联通
风云剧场,http://www.zzlag.top:9087/tsfile/live/1031_1.m3u8$广东联通
世界地理,http://www.zzlag.top:9087/tsfile/live/1027_1.m3u8$广东联通
兵器科技,http://www.zzlag.top:9087/tsfile/live/1028_1.m3u8$广东联通
风云音乐,http://jxtv3.gdsz.eu.org:8081/hls/117/index.m3u8$揭西

兵器科技,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638077907bdcd/index.m3u8?m3u8_level=2$湖北-4c0a
第一剧场,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638077f5ca035/index.m3u8?m3u8_level=2$湖北-4c0a
风云足球,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638077160c04a/index.m3u8?m3u8_level=2$湖北-4c0a
高尔夫网球,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN63807743b61bb/index.m3u8?m3u8_level=2$湖北-4c0a
世界地理,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638077a61f4f3/index.m3u8?m3u8_level=2$湖北-4c0a
央视台球,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6380775932cff/index.m3u8?m3u8_level=2$湖北-4c0a

人民铁道台,http://39.162.27.11:8081/newlive/live/hls/2/live.m3u8
郑铁有线台,http://39.162.27.11:8081/newlive/live/hls/1/live.m3u8

CETV1,http://hwylivehd.centv.cn/cetv1/ypd.m3u8$CETV
CETV2,http://hwylivehd.centv.cn/cetv2/2020tsytk.m3u8$CETV
CETV3,http://hwylivehd.centv.cn/cetv3/bjdm.m3u8$CETV
CETV4,http://hwylivehd.centv.cn/cetv4/zjpd.m3u8$CETV
CETV1,http://mobilelive-ds.ysp.cctv.cn/ysp/2022823801.m3u8$ysp
CETV1,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN3138605BESTVSMGSMG/index.m3u8?m3u8_level=2$湖北-4c0a
CETV1,http://[2409:8087:74d9:21::6]/270000001128/9900000046/index.m3u8$甘肃-74d9
CETV1,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010103/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=460000089800010103&IASHttpSessionId=OTT19019320240419154124000281&yang-1989$海南5e00
CETV4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225783/index.m3u8$黑龙
CETV4,http://[2409:8087:74d9:21::6]/270000001128/9900000072/index.m3u8$甘肃-74d9
CETV4,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010105/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=460000089800010105&IASHttpSessionId=OTT19019320240419154124000281&yang-1989$海南5e00

CGTN,https://english-livetx.cgtn.com/hls/yypdyyctzb_cd.m3u8$1080p
CGTN,https://english-livetx.cgtn.com/hls/yypdyyctzb_hd.m3u8$720p
CGTN,https://english-livetx.cgtn.com/hls/yypdyyctzb_ld.m3u8$360p
CGTN,https://english-livetx.cgtn.com/hls/yypdyyctzb_sd.m3u8$180p
CGTN,https://english-livetx.cgtn.com/hls/yypdyyctzb/playlist.m3u8 $--
CGTN纪录,https://english-livetx.cgtn.com/hls/yypdjlctzb_cd.m3u8$1080p
CGTN纪录,https://english-livetx.cgtn.com/hls/yypdjlctzb_hd.m3u8$720p
CGTN纪录,https://english-livetx.cgtn.com/hls/yypdjlctzb_ld.m3u8$360p
CGTN纪录,https://english-livetx.cgtn.com/hls/yypdjlctzb_sd.m3u8$180p
CGTN纪录,https://english-livetx.cgtn.com/hls/yypdjlctzb/playlist.m3u8 $--
CGTN俄语,https://russian-livews.cgtn.com/hls/LSvexABhNipibK5KRuUkvHZ7220802LSTeze9o8tdFXMHsb1VosgoT220802cd/playlist.m3u8$1080p
CGTN俄语,https://russian-livews.cgtn.com/hls/LSvexABhNipibK5KRuUkvHZ7220802LSTeze9o8tdFXMHsb1VosgoT220802hd/playlist.m3u8$720p
CGTN俄语,https://russian-livews.cgtn.com/hls/LSvexABhNipibK5KRuUkvHZ7220802LSTeze9o8tdFXMHsb1VosgoT220802ld/playlist.m3u8$360p
CGTN俄语,https://russian-livews.cgtn.com/hls/LSvexABhNipibK5KRuUkvHZ7220802LSTeze9o8tdFXMHsb1VosgoT220802sd/playlist.m3u8$180p
CGTN俄语,https://russian-livews.cgtn.com/hls/LSvexABhNipibK5KRuUkvHZ7220802LSTeze9o8tdFXMHsb1VosgoT220802/playlist.m3u8 $--
CGTN法语,https://francais-livews.cgtn.com/hls/LSvev95OuFZtKLc6CeKEFYXj220802LSTeV6PO0Ut9r71Uq3k5goCA220802cd/playlist.m3u8?wsApp=HLS$1080p
CGTN法语,https://francais-livews.cgtn.com/hls/LSvev95OuFZtKLc6CeKEFYXj220802LSTeV6PO0Ut9r71Uq3k5goCA220802hd/playlist.m3u8?wsApp=HLS$720p
CGTN法语,https://francais-livews.cgtn.com/hls/LSvev95OuFZtKLc6CeKEFYXj220802LSTeV6PO0Ut9r71Uq3k5goCA220802ld/playlist.m3u8?wsApp=HLS$360p
CGTN法语,https://francais-livews.cgtn.com/hls/LSvev95OuFZtKLc6CeKEFYXj220802LSTeV6PO0Ut9r71Uq3k5goCA220802sd/playlist.m3u8?wsApp=HLS$180p
CGTN法语,https://francais-livews.cgtn.com/hls/LSvev95OuFZtKLc6CeKEFYXj220802LSTeV6PO0Ut9r71Uq3k5goCA220802/playlist.m3u8 $--
CGTN西班牙语,https://espanol-livews.cgtn.com/hls/LSveOGBaBw41Ea7ukkVAUdKQ220802LSTexu6xAuFH8VZNBLE1ZNEa220802cd/playlist.m3u8?wsApp=HLS$1080p
CGTN西班牙语,https://espanol-livews.cgtn.com/hls/LSveOGBaBw41Ea7ukkVAUdKQ220802LSTexu6xAuFH8VZNBLE1ZNEa220802hd/playlist.m3u8?wsApp=HLS$720p
CGTN西班牙语,https://espanol-livews.cgtn.com/hls/LSveOGBaBw41Ea7ukkVAUdKQ220802LSTexu6xAuFH8VZNBLE1ZNEa220802ld/playlist.m3u8?wsApp=HLS$360p
CGTN西班牙语,https://espanol-livews.cgtn.com/hls/LSveOGBaBw41Ea7ukkVAUdKQ220802LSTexu6xAuFH8VZNBLE1ZNEa220802sd/playlist.m3u8?wsApp=HLS$180p
CGTN西班牙语,https://espanol-livews.cgtn.com/hls/LSveOGBaBw41Ea7ukkVAUdKQ220802LSTexu6xAuFH8VZNBLE1ZNEa220802/playlist.m3u8 $--
CGTN阿拉伯语,https://arabic-livews.cgtn.com/hls/LSveq57bErWLinBnxosqjisZ220802LSTefTAS9zc9mpU08y3np9TH220802cd/playlist.m3u8?wsApp=HLS$1080p
CGTN阿拉伯语,https://arabic-livews.cgtn.com/hls/LSveq57bErWLinBnxosqjisZ220802LSTefTAS9zc9mpU08y3np9TH220802hd/playlist.m3u8?wsApp=HLS$720p
CGTN阿拉伯语,https://arabic-livews.cgtn.com/hls/LSveq57bErWLinBnxosqjisZ220802LSTefTAS9zc9mpU08y3np9TH220802ld/playlist.m3u8?wsApp=HLS$360p
CGTN阿拉伯语,https://arabic-livews.cgtn.com/hls/LSveq57bErWLinBnxosqjisZ220802LSTefTAS9zc9mpU08y3np9TH220802sd/playlist.m3u8?wsApp=HLS$180p
CGTN阿拉伯语,https://arabic-livews.cgtn.com/hls/LSveq57bErWLinBnxosqjisZ220802LSTefTAS9zc9mpU08y3np9TH220802/playlist.m3u8 $--

CGTN,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN63806f4f64099/index.m3u8?m3u8_level=2$湖北-4c0a
CGTN纪录,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN63a15d0ee63f3/index.m3u8?m3u8_level=2$湖北-4c0a
CGTN俄语,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638071d299009/index.m3u8?m3u8_level=2$湖北-4c0a
CGTN法语,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN63806fb631afe/index.m3u8?m3u8_level=2$湖北-4c0a
CGTN西班牙语,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN63806f81c8eb5/index.m3u8?m3u8_level=2$湖北-4c0a
CGTN阿拉伯语,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638071b0e6a2c/index.m3u8?m3u8_level=2$湖北-4c0a

CGTN,http://live.cgtn.com/1000/prog_index.m3u8
CGTN纪录,https://livedoc.cgtn.com/1000d/prog_index.m3u8
CGTN法语,https://livefr.cgtn.com/1000f/prog_index.m3u8
CGTN俄语,http://liveru.cgtn.com/1000r/prog_index.m3u8
CGTN西班牙语,http://livees.cgtn.com/1000e/prog_index.m3u8
CGTN阿拉伯语,http://livear.cgtn.com/1000a/prog_index.m3u8

cctv+1,https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/chunklist_w1583127119_b1000000.m3u8$1280x600
cctv+1,https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/chunklist_w1583127119_b700000.m3u8$640x360
cctv+1,https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/chunklist_w1583127119_b400000.m3u8$360x240
cctv+1,https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/playlist.m3u8 $--
cctv+2,https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL2.smil/chunklist_w886996449_b1000000.m3u8$1280x600
cctv+2,https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL2.smil/chunklist_w886996449_b700000.m3u8$640x360
cctv+2,https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL2.smil/chunklist_w1521864400_b300000.m3u8$360x240
cctv+2,https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL2.smil/playlist.m3u8 $--
cctv+3,https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL3.smil/chunklist_w71192219_b1000000.m3u8$1280x600
cctv+3,https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL3.smil/chunklist_w71192219_b700000.m3u8$640x360
cctv+3,https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL3.smil/chunklist_w1565893345_b400000.m3u8$360x240
cctv+3,https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL3.smil/playlist.m3u8 $--
cctv+4,https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL4.smil/chunklist_w803685082_b1000000.m3u8$1280x600
